unknown;7480;0;2018-01-21T11:41:20.974
Frank;570;1;2018-01-21T13:34:48.236
unknown;0;0;2018-01-20T22:29:56.540
unknown;0;0;2018-01-20T22:29:56.540
unknown;0;0;2018-01-21T01:25:57.846
unknown;0;0;2018-01-20T22:29:56.540
unknown;0;0;2018-01-20T22:29:56.540
unknown;0;0;2018-01-20T22:29:56.540
unknown;0;0;2018-01-20T22:29:56.540
unknown;0;0;2018-01-20T22:29:56.540
unknown;0;0;2018-01-20T22:29:56.540
unknown;0;0;2018-01-21T03:36:35.942
unknown;0;0;2018-01-20T22:29:56.540
unknown;0;0;2018-01-20T22:29:56.540
unknown;0;0;2018-01-20T22:29:56.540
